"Razao Social (Registro ANS)";"Cobertura";"Porte";"Classificacao no Mes";"Classificacao no Mes Anterior";"Dez/20";"Nov/20";"Out/20";"Set/20";"Ago/20";"Jul/20";"Jun/20";"Mai/20";"Abr/20";"Mar/20";"Fev/20";"Jan/20";"Competencia";"Data de atualizacao"
"W. DENTAL PLANOS ODONTOLÓGICOS S.A (421049)";"Odontológica";"Pequeno";"15";"1";"0.00";"   6.12";"   7.27";"   9.04";"  11.69";"   8.38";"0.00";"  22.62";"  37.74";"  52.63";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP (403865)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"DENTAL PLAN - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA. ME (415804)";"Odontológica";"Pequeno";"15";"";"0.00";"";"";"";"";"";"";"";"";"";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO (414891)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO VALE DO SINOS COOPERATIVA ODONTOLÓGICA LTDA (406295)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.93";"   0.93";"   0.93";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO (349283)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"JTC ODONTOLOGIA LTDA. (418722)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"METODONT - ASSISTÊNCIA ODONTOLOGICA LTDA (300365)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"PROI - PLANO RACIONAL DE ODONTOLOGIA INTEGRAL  LTDA. (411728)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"J.E. ODONTOQUALITY S/S LTDA (418536)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"ODONTOCLINICA RCC LTDA. S/S (418111)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA (311669)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"MAIS DENTAL PLANOS ODONTOLOGICOS LTDA (349291)";"Odontológica";"Pequeno";"15";"2";"0.00";"   2.26";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO METROPOLITANA COOPERATIVA ODONTOLÓGICA. (382337)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"DELFHI PLANOS ODONTOLÓGICOS LTDA (421081)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA (403245)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA (405671)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA (403512)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"ODONTRAT ASSISTENCIA ODONTOLOGICA LTDA. - EIRELI (415961)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE RONDONIA COOPERATIVA LTDA. (336025)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA. (415871)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"ODONTO CORPUS S/S LTDA. (405973)";"Odontológica";"Pequeno";"15";"";"0.00";"";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"DENTAL CARE CLINICA ODONTOLOGICA LTDA (386219)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"COOPERCISO - CENTRO INTEGRADO DE SERVIÇO ODONTOLÓGICO S/S LTDA. (353892)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"PRÓ ODONTO ASSISTENCIA ODONTOLOGICA LTDA (400106)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"USODONTO PLANOS DE SAÚDE LTDA (419061)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA (418447)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"SITTO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO (416266)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA (382655)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA (417114)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"PLANET LIFE CONVENIOS ODONTOLÓGICOS S/S LTDA (418064)";"Odontológica";"Pequeno";"15";"";"0.00";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA (340120)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO MOSSORÓ - COOPERATIVA DOS CIRURGIÕES DENTISTAS DE MOSSORÓ E REGIÃO OESTE (303291)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA (313807)";"Odontológica";"Pequeno";"15";"7";"0.00";"   1.34";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"E F SOBRINHO EIRELI - ME (420778)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA (402095)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   1.59";"   1.61";"   1.64";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO SUDOESTE GOIANO - COOPERATIVA DE TRABALHO ODONTOLOGICO (314871)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA. (311391)";"Odontológica";"Médio";"16";"21";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.12";"   0.12";"   0.11";"   0.11";"   0.11";"   0.11";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA (366439)";"Odontológica";"Médio";"16";"20";"0.00";"   0.11";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ (365785)";"Odontológica";"Médio";"16";"21";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA (358339)";"Odontológica";"Médio";"16";"11";"0.00";"   0.29";"   0.30";"   0.30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (370568)";"Odontológica";"Médio";"16";"21";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"BIORAL SISTEMA ODONTOLÓGICO LTDA. (419079)";"Odontológica";"Médio";"16";"14";"0.00";"   0.19";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE (345318)";"Odontológica";"Médio";"16";"21";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.13";"   0.13";"   0.13";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE SÃO LUIS - COOP. DOS C. D. DO ESTADO DO MARANHÃ (369616)";"Odontológica";"Pequeno";"1";"";"  94.79";"";"";"";"";"";"";"";"";"  95.54";"  94.79";"  94.79";"202001";"15/01/2021 07:40:34"
"ODONTO PRIME PLANOS ODONTOLÓGICOS LTDA ME (420212)";"Odontológica";"Pequeno";"2";"15";"   7.58";"0.00";"0.00";"0.00";"0.00";"  13.08";"  12.92";"  12.73";"0.00";"0.00";"0.00";"   7.58";"202001";"15/01/2021 07:40:34"
"OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA (420743)";"Odontológica";"Pequeno";"3";"15";"   3.38";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   3.44";"   3.38";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (310107)";"Odontológica";"Pequeno";"4";"15";"   2.19";"0.00";"   2.27";"   4.50";"   4.45";"   2.21";"0.00";"0.00";"0.00";"0.00";"   2.18";"   2.19";"202001";"15/01/2021 07:40:34"
"UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA (305421)";"Odontológica";"Pequeno";"5";"15";"   1.68";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.85";"   1.68";"202001";"15/01/2021 07:40:34"
"ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (419583)";"Odontológica";"Pequeno";"6";"15";"   1.61";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   1.43";"   1.48";"   1.61";"202001";"15/01/2021 07:40:34"
"ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS - EIRELI (420972)";"Odontológica";"Pequeno";"7";"15";"   1.41";"0.00";"0.00";"   1.57";"   1.61";"   1.61";"0.00";"0.00";"0.00";"0.00";"0.00";"   1.41";"202001";"15/01/2021 07:40:34"
"COOPERATIVA ODONTOLÓGICA DE GARANHUNS E AGRESTE MERIDIONAL. (342335)";"Odontológica";"Pequeno";"8";"6";"   1.38";"   1.42";"   1.42";"   1.43";"   1.44";"   2.87";"   4.27";"   2.81";"   1.39";"0.00";"   1.38";"   1.38";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183)";"Odontológica";"Pequeno";"9";"15";"   0.97";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.97";"202001";"15/01/2021 07:40:34"
"ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME (419184)";"Odontológica";"Pequeno";"10";"15";"   0.77";"0.00";"0.00";"0.00";"0.00";"   0.80";"   0.80";"   0.80";"0.00";"0.00";"   0.77";"   0.77";"202001";"15/01/2021 07:40:34"
"UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA (383929)";"Odontológica";"Pequeno";"11";"15";"   0.76";"0.00";"   0.77";"   0.78";"   0.78";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.76";"202001";"15/01/2021 07:40:34"
"UNIODONTO RESENDE - COOPERATIVA ODONTOLOGICA (406121)";"Odontológica";"Pequeno";"12";"15";"   0.56";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.57";"   0.57";"   0.56";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA (350770)";"Odontológica";"Pequeno";"13";"15";"   0.55";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.55";"   0.55";"202001";"15/01/2021 07:40:34"
"PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA (415987)";"Odontológica";"Pequeno";"14";"15";"   0.55";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.55";"   0.55";"   0.55";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA (354686)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA (369462)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA (401463)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"WM ADMINISTRAÇÃO DE PLANOS ODONTOLÓGICOS LTDA. (351628)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA (373109)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"CLINICA ODONTOLOGICA ODONTOPLAN LTDA (410071)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"ODONTOBASE PLANOS DE SAUDE LTDA. (344486)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"LOTUS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (415537)";"Odontológica";"Pequeno";"15";"";"0.00";"";"";"";"";"";"";"";"";"   1.49";"   1.49";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA (336017)";"Odontológica";"Pequeno";"15";"8";"0.00";"   1.30";"   1.31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"DENTALSHOW ASSISTÊNCIA ODONTOLÓGICA LTDA. (361038)";"Odontológica";"Pequeno";"15";"13";"0.00";"   0.65";"   0.61";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA (405931)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"REDE DENTAL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (412350)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"OPERADORA DE PLANOS ODONTOLOGICOS ORTOBAHIA LTDA (419681)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA (404942)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA (417149)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA. (415821)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"FR PLANO ODONTOLÓGICO LTDA (419818)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO (319350)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"DENTSY ODONTOLOGIA S/S LTDA. (414425)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO-NORDESTE. CENTRAL REGIONAL DAS COOP. ODONT. DO NORD. DO BRASIL (416177)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA (347302)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"COOPERATIVA EVIDENTE - COOPERATIVA DE TRABALHO ODONTOLÓGICA DE BOTUCATU (400572)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO PAULO AFONSO COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (402109)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA (331104)";"Odontológica";"Pequeno";"15";"14";"0.00";"   0.56";"   0.56";"   0.57";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA (350630)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"COOPERATIVA DE SERVIÇOS ODONTOLÓGICOS DE FARROUPILHA LTDA (362735)";"Odontológica";"Pequeno";"15";"";"0.00";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO LEOPOLDINA - COOPERATIVA ODONTOLÓGICA (401919)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA (416835)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO SÃO JOSÉ DO RIO PRETO - COOPERATIVA ODONTOLÓGICA (303259)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIDASODONTO PLANO DE ASSISTENCIA ODONTOLOGICA LTDA. (413933)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"PLANODONT SERVIÇOS ODONTOLÓGICOS LTDA (418366)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (417831)";"Odontológica";"Pequeno";"15";"8";"0.00";"   0.32";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"NUCLEO ASSISTENCIA ODONTOLOGICA LTDA (359866)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"BEM MAIS ODONTO OPERADORA ODONTOLÓGICA LTDA. (417874)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"RODRIGUES LEIRA ODONTOLOGIA LTDA. (415243)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLÓGICA LTDA. (341894)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"PREV-SYSTEM EIRELI EPP (401609)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA (316997)";"Odontológica";"Pequeno";"15";"21";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.51";"   0.51";"   0.51";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
"ODONTO QUALIT SERVIÇOS ODONTOLÓGICOS LTDA (416347)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"   3.36";"   3.04";"   2.74";"0.00";"0.00";"   2.07";"   1.94";"   1.89";"0.00";"202001";"15/01/2021 07:40:34"
"PREVINA ODONTOLOGIA LTDA (403636)";"Odontológica";"Pequeno";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"202001";"15/01/2021 07:40:34"
